"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2001-01-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",116.4,"bereinigt"
"2001-01-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-3.17,"bereinigt"
"2001-01-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.42,"bereinigt"
"2001-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",120,"bereinigt"
"2001-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.91,"bereinigt"
"2001-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.2,"bereinigt"
"2001-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",26.92,"bereinigt"
"2001-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.97,"bereinigt"
"2001-01-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",408.3,"bereinigt"
"2001-01-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-3.08,"bereinigt"
"2001-01-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.88,"bereinigt"
"2001-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",543,"bereinigt"
"2001-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.94,"bereinigt"
"2001-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.8,"bereinigt"
"2001-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",11.41,"bereinigt"
"2001-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",954.45,"bereinigt"
"2001-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",98.7,"bereinigt"
"2001-01-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.53,"bereinigt"
"2001-01-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.04,"bereinigt"
"2001-01-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",139,"bereinigt"
"2001-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.92,"bereinigt"
"2001-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.9,"bereinigt"
"2001-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",39.72,"bereinigt"
"2001-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.74,"bereinigt"
"2001-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",42,"bereinigt"
"2001-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.42,"bereinigt"
"2001-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-1.09,"bereinigt"
"2001-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",35,"bereinigt"
"2001-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.13,"bereinigt"
"2001-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.35,"bereinigt"
"2001-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",16.28,"bereinigt"
"2001-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.21,"bereinigt"
"2001-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",463.8,"bereinigt"
"2001-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.44,"bereinigt"
"2001-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.7,"bereinigt"
"2001-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",476,"bereinigt"
"2001-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.29,"bereinigt"
"2001-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.15,"bereinigt"
"2001-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",10.12,"bereinigt"
"2001-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.69,"bereinigt"
"2001-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",1236.9,"bereinigt"
"2001-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.16,"bereinigt"
"2001-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.8,"bereinigt"
"2001-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1263,"bereinigt"
"2001-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.47,"bereinigt"
"2001-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.1,"bereinigt"
