"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2010-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",423.85,"bereinigt"
"2010-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.9,"bereinigt"
"2010-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",944.04,"bereinigt"
"2010-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.59,"bereinigt"
"2010-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",14.47,"bereinigt"
"2010-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2010-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.62,"bereinigt"
"2010-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.83,"bereinigt"
"2010-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.61,"bereinigt"
"2010-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",52.86,"bereinigt"
"2010-01-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2010-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.33,"bereinigt"
"2010-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.09,"bereinigt"
"2010-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.13,"bereinigt"
"2010-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",71.71,"bereinigt"
"2010-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2010-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.42,"bereinigt"
"2010-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.65,"bereinigt"
"2010-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.8,"bereinigt"
"2010-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",68.62,"bereinigt"
"2010-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",4.48,"bereinigt"
"2010-01-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",957.27,"bereinigt"
"2010-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",2.07,"bereinigt"
"2010-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.34,"bereinigt"
"2010-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",954.14,"bereinigt"
"2010-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.29,"bereinigt"
"2010-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",22.06,"bereinigt"
"2010-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",3.82,"bereinigt"
"2010-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.02,"bereinigt"
"2010-01-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",954.33,"bereinigt"
"2010-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.77,"bereinigt"
"2010-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",20.82,"bereinigt"
"2010-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.3,"bereinigt"
"2010-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",951.17,"bereinigt"
"2010-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.83,"bereinigt"
"2010-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",15.18,"bereinigt"
"2010-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2010-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.19,"bereinigt"
