"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",33.13,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.76,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.75,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.83,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",17.23,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.69,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.61,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.68,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.87,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",81.03,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.31,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.83,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.99,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1.13,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.51,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.63,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.36,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",15.46,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.77,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",974.34,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.3,"bereinigt"
