"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2002-01-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-3.17,"bereinigt"
"2002-01-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.42,"bereinigt"
"2002-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",542.8,"bereinigt"
"2002-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.77,"bereinigt"
"2002-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.9,"bereinigt"
"2002-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",66.62,"bereinigt"
"2002-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",983.4,"bereinigt"
"2002-01-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-3.08,"bereinigt"
"2002-01-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.88,"bereinigt"
"2002-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",325.15,"bereinigt"
"2002-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.65,"bereinigt"
"2002-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.29,"bereinigt"
"2002-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",65.6,"bereinigt"
"2002-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",980.48,"bereinigt"
"2002-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.53,"bereinigt"
"2002-01-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.04,"bereinigt"
"2002-01-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",217.7,"bereinigt"
"2002-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.21,"bereinigt"
"2002-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.63,"bereinigt"
"2002-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",53.08,"bereinigt"
"2002-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.02,"bereinigt"
"2002-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.42,"bereinigt"
"2002-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-1.09,"bereinigt"
"2002-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",83.28,"bereinigt"
"2002-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.9,"bereinigt"
"2002-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-2.28,"bereinigt"
"2002-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",36.82,"bereinigt"
"2002-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",979.54,"bereinigt"
"2002-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.44,"bereinigt"
"2002-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.7,"bereinigt"
"2002-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",313.44,"bereinigt"
"2002-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-5.07,"bereinigt"
"2002-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.37,"bereinigt"
"2002-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",40.22,"bereinigt"
"2002-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",983.55,"bereinigt"
"2002-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.16,"bereinigt"
"2002-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.8,"bereinigt"
"2002-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",156.99,"bereinigt"
"2002-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.71,"bereinigt"
"2002-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.58,"bereinigt"
"2002-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",19.25,"bereinigt"
"2002-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",981.88,"bereinigt"
"2002-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2002-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.45,"bereinigt"
"2002-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.03,"bereinigt"
"2002-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",117.15,"bereinigt"
"2002-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.05,"bereinigt"
"2002-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.19,"bereinigt"
"2002-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",20.32,"bereinigt"
"2002-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.86,"bereinigt"
