"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2018-01-01T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",275.1,"bereinigt"
"2018-01-01T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.14,"bereinigt"
"2018-01-01T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.38,"bereinigt"
"2018-01-01T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.28,"bereinigt"
"2018-01-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",260.22,"bereinigt"
"2018-01-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.33,"bereinigt"
"2018-01-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.86,"bereinigt"
"2018-01-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.6,"bereinigt"
"2018-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",318.63,"bereinigt"
"2018-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.13,"bereinigt"
"2018-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.07,"bereinigt"
"2018-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.06,"bereinigt"
"2018-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",60.29,"bereinigt"
"2018-01-02T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",207.63,"bereinigt"
"2018-01-02T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.52,"bereinigt"
"2018-01-02T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.82,"bereinigt"
"2018-01-02T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.88,"bereinigt"
"2018-01-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",201.08,"bereinigt"
"2018-01-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.69,"bereinigt"
"2018-01-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.27,"bereinigt"
"2018-01-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.02,"bereinigt"
"2018-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",284.97,"bereinigt"
"2018-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.48,"bereinigt"
"2018-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.44,"bereinigt"
"2018-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.89,"bereinigt"
"2018-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",47.77,"bereinigt"
"2018-01-03T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",293.03,"bereinigt"
"2018-01-03T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.53,"bereinigt"
"2018-01-03T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.75,"bereinigt"
"2018-01-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.1,"bereinigt"
"2018-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",246.47,"bereinigt"
"2018-01-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.88,"bereinigt"
"2018-01-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.25,"bereinigt"
"2018-01-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.66,"bereinigt"
"2018-01-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",315.65,"bereinigt"
"2018-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.5,"bereinigt"
"2018-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.5,"bereinigt"
"2018-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.05,"bereinigt"
"2018-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",16.28,"bereinigt"
"2018-01-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",771.38,"bereinigt"
"2018-01-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.64,"bereinigt"
"2018-01-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",955.68,"bereinigt"
"2018-01-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.65,"bereinigt"
"2018-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",797.11,"bereinigt"
"2018-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.89,"bereinigt"
"2018-01-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",958.16,"bereinigt"
"2018-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.25,"bereinigt"
"2018-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",936.3,"bereinigt"
"2018-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.53,"bereinigt"
"2018-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",955.46,"bereinigt"
"2018-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.59,"bereinigt"
"2018-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",6.84,"bereinigt"
"2018-01-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",277.63,"bereinigt"
"2018-01-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.41,"bereinigt"
"2018-01-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",954.6,"bereinigt"
"2018-01-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.66,"bereinigt"
"2018-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",220.63,"bereinigt"
"2018-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.54,"bereinigt"
"2018-01-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",957.03,"bereinigt"
"2018-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.98,"bereinigt"
"2018-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",324.97,"bereinigt"
"2018-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.3,"bereinigt"
"2018-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",954.38,"bereinigt"
"2018-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.82,"bereinigt"
"2018-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",44.26,"bereinigt"
"2018-01-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",25.27,"bereinigt"
"2018-01-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.66,"bereinigt"
"2018-01-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.08,"bereinigt"
"2018-01-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.74,"bereinigt"
"2018-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",3.12,"bereinigt"
"2018-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.3,"bereinigt"
"2018-01-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.53,"bereinigt"
"2018-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.42,"bereinigt"
"2018-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",62.98,"bereinigt"
"2018-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.25,"bereinigt"
"2018-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.78,"bereinigt"
"2018-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.47,"bereinigt"
"2018-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",21.14,"bereinigt"
"2018-01-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.21,"bereinigt"
"2018-01-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.54,"bereinigt"
"2018-01-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.8,"bereinigt"
"2018-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.07,"bereinigt"
"2018-01-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.99,"bereinigt"
"2018-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.32,"bereinigt"
"2018-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.99,"bereinigt"
"2018-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.08,"bereinigt"
"2018-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.46,"bereinigt"
"2018-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",21.31,"bereinigt"
"2018-01-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.76,"bereinigt"
"2018-01-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.97,"bereinigt"
"2018-01-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.55,"bereinigt"
"2018-01-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.63,"bereinigt"
"2018-01-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.41,"bereinigt"
"2018-01-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.32,"bereinigt"
"2018-01-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2018-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.53,"bereinigt"
