"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1997-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",13.06,"bereinigt"
"1997-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-8.47,"bereinigt"
"1997-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.57,"bereinigt"
"1997-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-7.12,"bereinigt"
"1997-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",19.41,"bereinigt"
"1997-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-5.92,"bereinigt"
"1997-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.88,"bereinigt"
"1997-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-4.66,"bereinigt"
"1997-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",25.08,"bereinigt"
"1997-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.79,"bereinigt"
"1997-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.59,"bereinigt"
"1997-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.49,"bereinigt"
"1997-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",26.2,"bereinigt"
"1997-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.91,"bereinigt"
"1997-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",947.05,"bereinigt"
"1997-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.63,"bereinigt"
"1997-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",16.16,"bereinigt"
"1997-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.29,"bereinigt"
"1997-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",955.46,"bereinigt"
"1997-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.19,"bereinigt"
"1997-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",27.18,"bereinigt"
"1997-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.72,"bereinigt"
"1997-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.35,"bereinigt"
"1997-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.34,"bereinigt"
"1997-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",12.86,"bereinigt"
"1997-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.33,"bereinigt"
"1997-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.69,"bereinigt"
"1997-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.75,"bereinigt"
"1997-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",20.31,"bereinigt"
"1997-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.28,"bereinigt"
"1997-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.73,"bereinigt"
"1997-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.64,"bereinigt"
"1997-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",29.27,"bereinigt"
"1997-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.11,"bereinigt"
"1997-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.23,"bereinigt"
"1997-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.3,"bereinigt"
"1997-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",20.68,"bereinigt"
"1997-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.01,"bereinigt"
"1997-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.95,"bereinigt"
"1997-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.14,"bereinigt"
"1997-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",14.58,"bereinigt"
"1997-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.53,"bereinigt"
"1997-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.62,"bereinigt"
"1997-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.45,"bereinigt"
"1997-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",33.31,"bereinigt"
"1997-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.53,"bereinigt"
"1997-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.26,"bereinigt"
"1997-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.59,"bereinigt"
"1997-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",25.59,"bereinigt"
"1997-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-4.39,"bereinigt"
"1997-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",974.71,"bereinigt"
"1997-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.52,"bereinigt"
"1997-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",35.86,"bereinigt"
"1997-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.91,"bereinigt"
"1997-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",973.98,"bereinigt"
"1997-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.98,"bereinigt"
"1997-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",53.57,"bereinigt"
"1997-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.27,"bereinigt"
"1997-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",974.52,"bereinigt"
"1997-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.51,"bereinigt"
"1997-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",50.66,"bereinigt"
"1997-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.25,"bereinigt"
"1997-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.75,"bereinigt"
"1997-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.42,"bereinigt"
