"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1992-07-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",135.06,"bereinigt"
"1992-07-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",18.99,"bereinigt"
"1992-07-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.06,"bereinigt"
"1992-07-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",21.72,"bereinigt"
"1992-07-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",149.37,"bereinigt"
"1992-07-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",18.36,"bereinigt"
"1992-07-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.23,"bereinigt"
"1992-07-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",21.98,"bereinigt"
"1992-07-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",247.37,"bereinigt"
"1992-07-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",21.47,"bereinigt"
"1992-07-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.09,"bereinigt"
"1992-07-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",26.3,"bereinigt"
"1992-07-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",73.66,"bereinigt"
"1992-07-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",17.53,"bereinigt"
"1992-07-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.75,"bereinigt"
"1992-07-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",20.55,"bereinigt"
"1992-07-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",111.2,"bereinigt"
"1992-07-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",15.56,"bereinigt"
"1992-07-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.95,"bereinigt"
"1992-07-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",18.11,"bereinigt"
