"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2014-01-01T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",111.63,"bereinigt"
"2014-01-01T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.42,"bereinigt"
"2014-01-01T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.4,"bereinigt"
"2014-01-01T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.24,"bereinigt"
"2014-01-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",162.68,"bereinigt"
"2014-01-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.98,"bereinigt"
"2014-01-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.9,"bereinigt"
"2014-01-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.22,"bereinigt"
"2014-01-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",230.6,"bereinigt"
"2014-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.67,"bereinigt"
"2014-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.81,"bereinigt"
"2014-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.18,"bereinigt"
"2014-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",54.62,"bereinigt"
"2014-01-02T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",82.57,"bereinigt"
"2014-01-02T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.38,"bereinigt"
"2014-01-02T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.99,"bereinigt"
"2014-01-02T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.9,"bereinigt"
"2014-01-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",119.53,"bereinigt"
"2014-01-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.75,"bereinigt"
"2014-01-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.44,"bereinigt"
"2014-01-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.36,"bereinigt"
"2014-01-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",170.57,"bereinigt"
