"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1993-01-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.1,"bereinigt"
"1993-01-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.97,"bereinigt"
"1993-01-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",976.56,"bereinigt"
"1993-01-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-2.75,"bereinigt"
"1993-01-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",63.76,"bereinigt"
"1993-01-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-6.12,"bereinigt"
"1993-01-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",976.53,"bereinigt"
"1993-01-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.29,"bereinigt"
"1993-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",39.78,"bereinigt"
"1993-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-8.71,"bereinigt"
"1993-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",973.57,"bereinigt"
"1993-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-7.94,"bereinigt"
"1993-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",39.18,"bereinigt"
"1993-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-5.94,"bereinigt"
"1993-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.05,"bereinigt"
"1993-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.61,"bereinigt"
"1993-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",61.59,"bereinigt"
"1993-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.5,"bereinigt"
"1993-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",982,"bereinigt"
"1993-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1,"bereinigt"
"1993-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",48.38,"bereinigt"
"1993-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.49,"bereinigt"
"1993-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",981.23,"bereinigt"
"1993-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.62,"bereinigt"
"1993-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",17.44,"bereinigt"
"1993-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.91,"bereinigt"
"1993-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",976.16,"bereinigt"
"1993-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.17,"bereinigt"
"1993-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",10.72,"bereinigt"
"1993-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.55,"bereinigt"
"1993-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.67,"bereinigt"
"1993-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.05,"bereinigt"
"1993-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",41.01,"bereinigt"
"1993-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.31,"bereinigt"
"1993-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",975.99,"bereinigt"
"1993-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.35,"bereinigt"
"1993-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",56.78,"bereinigt"
"1993-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.61,"bereinigt"
"1993-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.41,"bereinigt"
"1993-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.1,"bereinigt"
"1993-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",25.26,"bereinigt"
"1993-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.04,"bereinigt"
"1993-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.4,"bereinigt"
"1993-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.96,"bereinigt"
"1993-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",27.58,"bereinigt"
"1993-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.25,"bereinigt"
"1993-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.49,"bereinigt"
"1993-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",16.26,"bereinigt"
"1993-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",70.23,"bereinigt"
"1993-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.1,"bereinigt"
"1993-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.52,"bereinigt"
"1993-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.89,"bereinigt"
"1993-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",20.47,"bereinigt"
"1993-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.74,"bereinigt"
"1993-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",976.06,"bereinigt"
"1993-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.72,"bereinigt"
"1993-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",53.02,"bereinigt"
"1993-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.25,"bereinigt"
"1993-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",977.53,"bereinigt"
"1993-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8,"bereinigt"
"1993-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",78.89,"bereinigt"
"1993-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.98,"bereinigt"
"1993-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",980.44,"bereinigt"
"1993-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.35,"bereinigt"
